name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Брилинський Юрій  Богданович,1942.0,2023.0,non_migrated,актор,"с. Бориня, нині смт Турків. р-ну Львів. обл.",male,81.0,1,dead,False,False
брилль Юхим  Олександрович,1896.0,1959.0,internal_transfer,режисер,,male,63.0,1,dead,False,False
Бриль Пилип  Йосипович,1927.0,1988.0,non_migrated,піаніст,"м. Біла Церква, нині Київ. обл.",male,61.0,1,dead,False,False
Бриль Янка,1917.0,2006.0,internal_transfer,білоруський прозаїк,,female,89.0,1,dead,False,False
Бринський Михайло  Федорович,1883.0,1957.0,migrated,скульптор,"с. Долина, нині Тлумац. р-ну Івано-Фр. обл.",male,74.0,1,dead,False,False
Бринь Леонід  Артемович,1928.0,2000.0,non_migrated,скульптор,"станиця Анастасієвська Краснодар. краю, РФ",male,72.0,1,dead,False,False
Брискін Веніамін  Маркович,1906.0,1982.0,internal_transfer,графік-карикатурист,,male,76.0,1,dead,False,False
Бровар Яків  Іванович,1864.0,1941.0,internal_transfer,живописець,,male,77.0,1,dead,False,False
Бровді Іван Васильович,1939.0,2023.0,non_migrated,скульптор,"с. Онок, нині Виноградів. р-ну Закарп. обл.",male,84.0,1,dead,False,False
Бровка Пятрусь,1905.0,1980.0,internal_transfer,білоруський поет,,male,75.0,1,dead,False,False
Бровченко Володимир Якович,1931.0,2013.0,non_migrated,поет,"с. Мала Виска, нині місто Кiровогр. обл.",male,82.0,1,dead,False,False
Бродський Ісак  Ізраїльович,1883.0,1939.0,internal_transfer,живописець,(06. 01. 1884,male,56.0,1,dead,False,False
Бродський Олександр Ісакович,1913.0,1992.0,non_migrated,поет,,male,79.0,1,dead,False,False
Брозголь Павло Михайлович,1933.0,2004.0,non_migrated,живописець,Харків,male,71.0,1,dead,False,False
Брон Онисим Михайлович,1895.0,1975.0,internal_transfer,диригент,,male,80.0,1,dead,False,False
Брондуков Борислав Миколайович,1938.0,2004.0,non_migrated,актор,с. Дубове Поліського р-ну Київської обл.,male,66.0,1,dead,False,False
Бронєвой Леонід Сергійович,1928.0,2017.0,internal_transfer,актор,Київ,male,89.0,1,dead,False,False
Бронзов-Єгоров Іван Лаврентійович,1896.0,1963.0,non_migrated,оперний співак (баритон),,male,67.0,1,dead,False,False
Брукман Марко Борисович,1884.0,1929.0,non_migrated,живописець,,male,45.0,1,dead,False,False
Брун-Каміонська  Клара  Ісаківна,1876.0,1959.0,non_migrated,оперна і камерна співачка (лірико-драматичне сопрано),,female,83.0,1,dead,False,False
Бруні Тетяна Георгіївна,1902.0,2001.0,internal_transfer,художник театру,,female,99.0,1,dead,False,False
Брусиловський Рафаїл Мойсейович,1894.0,1971.0,non_migrated,прозаїк,,male,77.0,1,dead,False,False
Брускін Олександр Давидович,1897.0,1939.0,deported,фахівець у галузі тракторобудування,,male,42.0,1,dead,False,False
Брюммер Леонід Володимирович,1882.0,1971.0,internal_transfer,живописець,,male,89.0,1,dead,False,False
Брюнчугін Євген Васильович,1899.0,1981.0,non_migrated,кінорежисер,,male,82.0,1,dead,False,False
Брянський Михайло Васильович,1830.0,1908.0,internal_transfer,живописець,,male,78.0,1,dead,False,False
Брянський Олександр  Миколайович,1889.0,1941.0,non_migrated,актор,"м. Дятьково, нині Орлов. обл., РФ",male,52.0,1,dead,False,False
Бугаєвський Олександр Михайлович,1946.0,2001.0,non_migrated,піаніст,Одеса,male,55.0,1,dead,False,False
Бугайко Тетяна Федорівна,1898.0,1972.0,non_migrated,літературознавець,,female,74.0,1,dead,False,False
Бугайко Федір Федорович,1899.0,1980.0,non_migrated,літературознавець,,male,81.0,1,dead,False,False
Бугорков Степан Степанович,1920.0,1991.0,non_migrated,письменник,"с. Кремінки, нині Нижньогород. обл., РФ",male,71.0,1,dead,False,False
Бугославський Сергій Олексійович,1888.0,1946.0,internal_transfer,літературо- та музикознавець,,male,58.0,1,dead,False,False
Будзан Антін Федорович,1911.0,1982.0,non_migrated,мистецтвознавець,"с. Лозівка, нині Підволочис. р-ну Терноп. обл.",male,71.0,1,dead,False,False
Будзик Григорій Петрович,1937.0,2018.0,non_migrated,архітектор,"с. Копачинці, нині Коломийського р-ну Івано-Франківської обл.",male,81.0,1,dead,False,False
Будзиновський В’ячеслав  Титович,1868.0,1935.0,non_migrated,письменник,"с. Баворів, нині Терноп. р-ну Терноп. обл.",male,67.0,1,dead,False,False
Будневич Віктор Георгійович,1891.0,1957.0,non_migrated,оперний співак (баритон),с. Мечеть Полтав. губ.,male,66.0,1,dead,False,False
Будний Степан Франкович,1933.0,1958.0,non_migrated,письменник,"містечко Струсів, нині село Теребовлян. р-ну Терноп. обл.",male,25.0,1,dead,False,False
Будников Олександр  Гаврилович,1914.0,1982.0,non_migrated,живописець,,male,68.0,1,dead,False,False
Будницька Єва Матвіївна,1917.0,1994.0,non_migrated,поетеса,Київ,female,77.0,1,dead,False,False
Будянський Василь Іванович,1942.0,2018.0,non_migrated,актор,"с. Черняків, нині Вовчан. р-ну Харків. обл.",male,76.0,1,dead,False,False
Будянський Михайло Петрович,1905.0,1993.0,non_migrated,диригент,,male,88.0,1,dead,False,False
Буздуґан Йон,1887.0,1967.0,migrated,бессарабський поет,"с. Старі Бринзени побл. м. Сорока, нині Молдова",male,80.0,1,dead,False,False
Бузилевич Олександр Вікторович,1941.0,2018.0,non_migrated,кінооператор,Київ,male,77.0,1,dead,False,False
Бузько Дмитро Іванович,1890.0,1937.0,deported,письменник,"Новомиргород, нині місто Кіровогр. обл.",male,47.0,1,dead,False,False
Буїла Максимиліан,1904.0,1994.0,non_migrated,руський письменник і церковний діяч у Югославії,"с. Коцур, Воєводина, нині Сербія і Чорногорія",male,90.0,1,dead,False,False
Буймістер Валерій Григорович,1948.0,2021.0,non_migrated,співак (ліричний баритон),"м. Виборг Ленінгр. обл., РФ",male,73.0,1,dead,False,False
Букатевич Микола Петрович,1907.0,1985.0,non_migrated,живописець,"містечко Любомль, нині місто Волин. обл.",male,78.0,1,dead,False,False
Букиник Ісак Овсійович,1867.0,1942.0,non_migrated,скрипаль,Харків,male,75.0,1,dead,False,False
Букиник Михайло Овсійович,1872.0,1947.0,migrated,віолончеліст,,male,75.0,1,dead,False,False
Буковецький Євген  Йосипович,1866.0,1948.0,non_migrated,живописець,,male,82.0,1,dead,False,False
Буковський Анатолій Сергійович,1925.0,2006.0,non_migrated,кінорежисер,"м. Балашов, нині Саратов. обл., РФ",male,81.0,1,dead,False,False
Булавицький Олекса  Васильович,1916.0,2001.0,migrated,живописець-пейзажист імпресіоністичного спрямування,"м. Умань, нині Черкас. обл.",male,85.0,1,dead,False,False
Булаєнко Володимир  Дмитрович,1918.0,1944.0,deported,поет,"с. Сорокодуби, нині Красилів. р-ну Хмельн. обл.",male,26.0,1,dead,False,False
